1	7	0
1	10	0
1	12	0
1	19	1
2	1	0
2	2	0
2	3	0
2	4	0
2	5	0
2	6	0
2	7	0
2	8	0
2	18	1
2	20	1
4	0	0
4	4	0
4	5	0
4	6	0
4	7	0
4	8	0
4	9	0
4	12	0
4	23	1
5	0	0
5	7	0
5	9	0
5	10	0
5	11	0
5	15	0
6	3	0
6	4	0
6	7	0
6	8	0
6	11	0
6	18	0
6	20	0
